Diameter,Height,Length,Rings,Sex,ShellWeight,ShuckedWeight,VisceraWeight,WholeWeight
0.5,0.19,0.645,17.0,M,0.395,0.524,0.278,1.229
0.5,0.17500000000000002,0.62,13.0,F,0.39,0.47700000000000004,0.23,1.146
0.485,0.17500000000000002,0.605,16.0,M,0.405,0.4325,0.27,1.145
0.5,0.20500000000000002,0.615,16.0,F,0.39,0.4445,0.227,1.1055
0.525,0.19,0.66,11.0,F,0.49,0.6525000000000001,0.48750000000000004,1.67
0.5750000000000001,0.17500000000000002,0.71,15.0,F,0.52,0.6465000000000001,0.3705,1.5550000000000002
0.45,0.185,0.5650000000000001,12.0,F,0.265,0.302,0.18050000000000002,0.9285
0.435,0.14,0.5700000000000001,16.0,F,0.22,0.3235,0.183,0.8085
0.445,0.17500000000000002,0.6000000000000001,16.0,I,0.355,0.383,0.216,1.057
0.30000000000000004,0.115,0.41000000000000003,10.0,I,0.08,0.097,0.051500000000000004,0.2595
0.325,0.135,0.45,9.0,F,0.11,0.18050000000000002,0.1165,0.438
0.2,0.08,0.275,5.0,M,0.03,0.037,0.024,0.099
0.355,0.12,0.485,9.0,I,0.135,0.21,0.122,0.5085000000000001
0.485,0.165,0.62,13.0,F,0.355,0.483,0.23800000000000002,1.166
0.38,0.135,0.48,12.0,F,0.155,0.1915,0.1365,0.507
0.41000000000000003,0.15,0.505,17.0,F,0.215,0.243,0.1335,0.6345000000000001
0.31,0.11,0.4,11.0,M,0.1,0.138,0.057,0.314
0.355,0.115,0.45,11.0,I,0.1125,0.184,0.108,0.4385
0.26,0.09,0.35000000000000003,9.0,M,0.0655,0.0745,0.041,0.195
0.35000000000000003,0.14,0.44,16.0,M,0.184,0.171,0.07050000000000001,0.451
0.2,0.065,0.265,7.0,M,0.03,0.034,0.0105,0.084
0.125,0.04,0.165,4.0,M,0.008,0.0095,0.0045000000000000005,0.0245
0.555,0.2,0.705,19.0,F,0.52,0.47150000000000003,0.3235,1.4685000000000001
0.425,0.155,0.535,16.0,F,0.25,0.302,0.1565,0.7765000000000001
0.385,0.14,0.49,11.0,I,0.17500000000000002,0.198,0.127,0.5425
0.37,0.13,0.48,15.0,F,0.1595,0.24750000000000003,0.1505,0.5885
0.30000000000000004,0.105,0.395,12.0,F,0.098,0.14350000000000002,0.0755,0.3375
0.28,0.1,0.375,12.0,I,0.07250000000000001,0.1165,0.0585,0.2565
0.265,0.09,0.34500000000000003,10.0,M,0.0485,0.061500000000000006,0.037,0.163
0.41500000000000004,0.135,0.55,12.0,I,0.28,0.2985,0.2015,0.8095
0.48,0.2,0.635,16.0,I,0.425,0.6255000000000001,0.2595,1.3655
0.47500000000000003,0.17,0.5750000000000001,13.0,I,0.275,0.3775,0.28400000000000003,0.967
0.435,0.15,0.545,10.0,F,0.225,0.29050000000000004,0.145,0.6855
0.305,0.125,0.385,10.0,F,0.08,0.146,0.0555,0.314
0.34,0.18,0.51,11.0,F,0.2,0.312,0.165,0.7005
0.34,0.125,0.44,13.0,I,0.2,0.17350000000000002,0.08750000000000001,0.48950000000000005
0.36,0.125,0.45,12.0,I,0.145,0.191,0.08650000000000001,0.45
0.30000000000000004,0.105,0.39,8.0,I,0.085,0.0955,0.038,0.259
0.325,0.135,0.425,12.0,F,0.14,0.14650000000000002,0.079,0.382
0.35000000000000003,0.125,0.45,11.0,F,0.145,0.185,0.09,0.4435
0.525,0.18,0.66,15.0,I,0.42,0.6025,0.4005,1.6935
0.525,0.17500000000000002,0.685,16.0,F,0.58,0.5415,0.309,1.71
0.47500000000000003,0.185,0.585,12.0,F,0.275,0.34650000000000003,0.17850000000000002,0.8575
0.435,0.145,0.54,17.0,I,0.264,0.42850000000000005,0.22,0.97
0.39,0.135,0.49,12.0,F,0.1845,0.215,0.125,0.59
0.33,0.095,0.43,14.0,M,0.112,0.1315,0.085,0.34
0.365,0.11,0.455,13.0,F,0.1345,0.166,0.046,0.385
0.38,0.145,0.495,13.0,I,0.212,0.17500000000000002,0.098,0.515
0.38,0.145,0.48,12.0,F,0.23,0.232,0.14100000000000001,0.59
0.4,0.16,0.47000000000000003,14.0,I,0.198,0.1615,0.073,0.51
0.32,0.1,0.41500000000000004,11.0,M,0.10400000000000001,0.12150000000000001,0.0575,0.3005
0.385,0.115,0.49,13.0,I,0.165,0.3265,0.1615,0.683
0.375,0.105,0.47000000000000003,10.0,I,0.17,0.1665,0.108,0.468
0.34500000000000003,0.13,0.445,11.0,I,0.18,0.1365,0.0645,0.40750000000000003
0.38,0.13,0.51,13.0,F,0.185,0.224,0.1355,0.584
0.405,0.145,0.52,15.0,F,0.20500000000000002,0.35350000000000004,0.1685,0.8290000000000001
0.365,0.14,0.47500000000000003,8.0,I,0.158,0.171,0.11800000000000001,0.4545
0.36,0.11,0.455,10.0,F,0.125,0.20600000000000002,0.098,0.4385
0.34,0.11,0.435,10.0,I,0.13,0.1685,0.073,0.40700000000000003
0.30000000000000004,0.1,0.39,6.0,I,0.085,0.1385,0.07350000000000001,0.3085
0.28500000000000003,0.1,0.375,8.0,I,0.07,0.105,0.0555,0.23900000000000002
0.215,0.075,0.28500000000000003,5.0,M,0.035,0.0415,0.023,0.106
0.445,0.17,0.58,20.0,I,0.315,0.3935,0.2165,1.178
0.44,0.17500000000000002,0.58,19.0,F,0.335,0.4005,0.23450000000000001,1.073
0.315,0.095,0.41000000000000003,9.0,M,0.09,0.121,0.07350000000000001,0.306
0.30000000000000004,0.1,0.41000000000000003,9.0,M,0.09,0.124,0.069,0.301
0.405,0.15,0.54,10.0,I,0.19,0.307,0.20750000000000002,0.7585000000000001
0.245,0.085,0.33,11.0,M,0.055,0.0655,0.036500000000000005,0.171
0.31,0.115,0.44,11.0,I,0.12,0.134,0.082,0.36250000000000004
0.21,0.065,0.28,5.0,M,0.03,0.035,0.02,0.09050000000000001
0.465,0.195,0.59,17.0,I,0.375,0.3685,0.187,1.0885
0.48,0.165,0.61,13.0,I,0.335,0.42150000000000004,0.264,1.097
0.46,0.17,0.61,17.0,I,0.37,0.41000000000000003,0.257,1.278
0.34500000000000003,0.125,0.455,12.0,M,0.135,0.169,0.10650000000000001,0.44
0.23500000000000001,0.09,0.33,10.0,M,0.055,0.061500000000000006,0.034,0.163
0.33,0.135,0.44,16.0,I,0.195,0.17,0.09050000000000001,0.522
0.405,0.155,0.54,19.0,M,0.29,0.3225,0.194,0.9715
0.375,0.125,0.47500000000000003,10.0,F,0.155,0.23700000000000002,0.1715,0.588
0.33,0.15,0.46,10.0,F,0.125,0.20850000000000002,0.18050000000000002,0.5325
0.23500000000000001,0.09,0.31,6.0,I,0.04,0.048,0.031,0.127
0.19,0.07,0.255,5.0,I,0.031,0.028,0.016,0.0815
0.255,0.075,0.335,8.0,M,0.057,0.061500000000000006,0.0345,0.1635
0.21,0.08,0.295,8.0,I,0.031,0.038,0.026000000000000002,0.1
0.13,0.045,0.19,5.0,I,0.009000000000000001,0.009000000000000001,0.005,0.026500000000000003
0.435,0.165,0.545,19.0,M,0.325,0.3245,0.2665,0.9955
0.4,0.12,0.495,15.0,M,0.19,0.2605,0.161,0.6605000000000001
0.375,0.13,0.5,14.0,M,0.22,0.3055,0.17250000000000001,0.721
0.225,0.07,0.305,7.0,F,0.045,0.0585,0.0335,0.14850000000000002
0.35000000000000003,0.115,0.47500000000000003,13.0,F,0.125,0.194,0.14550000000000002,0.487
0.4,0.125,0.515,13.0,M,0.26,0.341,0.2535,0.9550000000000001
0.41000000000000003,0.145,0.545,18.0,M,0.31,0.3035,0.196,0.873
0.535,0.185,0.74,13.0,M,0.335,0.734,0.4505,1.65
0.465,0.15,0.5650000000000001,16.0,M,0.33,0.377,0.35250000000000004,1.1285
0.44,0.16,0.56,10.0,M,0.26,0.5035000000000001,0.2785,1.1115
0.42,0.125,0.545,13.0,M,0.305,0.353,0.17400000000000002,0.9745
0.515,0.185,0.645,19.0,M,0.41000000000000003,0.5835,0.3155,1.4605000000000001
0.435,0.13,0.5750000000000001,10.0,M,0.32,0.368,0.222,1.0105
0.48,0.16,0.62,13.0,M,0.30000000000000004,0.41200000000000003,0.253,1.0765
0.45,0.165,0.605,13.0,F,0.385,0.357,0.202,1.2225
0.47500000000000003,0.16,0.605,18.0,M,0.34,0.5495,0.332,1.616
0.375,0.15,0.47500000000000003,12.0,F,0.1945,0.1955,0.12150000000000001,0.559
0.28500000000000003,0.085,0.365,9.0,M,0.07,0.0855,0.051500000000000004,0.2205
0.35000000000000003,0.115,0.46,8.0,F,0.13,0.19,0.10250000000000001,0.44
0.43,0.135,0.53,10.0,M,0.25,0.28,0.2165,0.879
0.395,0.15,0.48,18.0,M,0.2495,0.21450000000000002,0.1405,0.6815
0.34500000000000003,0.15,0.455,13.0,M,0.215,0.1685,0.125,0.5795
0.265,0.11,0.35000000000000003,9.0,I,0.075,0.066,0.059000000000000004,0.209
0.28,0.105,0.37,8.0,M,0.075,0.0815,0.0575,0.224
0.25,0.075,0.34,7.0,I,0.05,0.0785,0.0405,0.17650000000000002
0.28,0.075,0.35000000000000003,8.0,I,0.064,0.082,0.04,0.196
0.265,0.08,0.35000000000000003,6.0,I,0.053,0.081,0.0465,0.192
0.315,0.09,0.39,7.0,I,0.09,0.147,0.05,0.3095
0.31,0.095,0.395,7.0,I,0.093,0.131,0.07200000000000001,0.313
0.31,0.105,0.41500000000000004,6.0,I,0.0915,0.167,0.083,0.35950000000000004
0.32,0.1,0.43,7.0,I,0.1,0.192,0.0745,0.3855
0.355,0.115,0.48,8.0,I,0.184,0.25,0.106,0.5785
0.395,0.12,0.49,9.0,M,0.185,0.3325,0.12350000000000001,0.674
0.37,0.105,0.49,7.0,F,0.148,0.249,0.1005,0.5265000000000001
0.465,0.16,0.56,9.0,F,0.337,0.432,0.2025,1.0315
0.45,0.14,0.56,7.0,M,0.218,0.47200000000000003,0.182,0.9
0.46,0.15,0.58,9.0,M,0.265,0.491,0.221,1.0165
0.48,0.18,0.58,8.0,F,0.371,0.49450000000000005,0.27,1.2495
0.47000000000000003,0.135,0.59,8.0,M,0.28,0.539,0.279,1.1685
0.47500000000000003,0.165,0.595,10.0,F,0.37,0.444,0.214,1.148
0.47500000000000003,0.15,0.6000000000000001,11.0,M,0.292,0.5195000000000001,0.223,1.089
0.47000000000000003,0.155,0.61,9.0,M,0.2785,0.497,0.2175,1.0325
0.47500000000000003,0.15,0.63,11.0,F,0.316,0.536,0.254,1.172
0.51,0.17,0.64,10.0,M,0.40900000000000003,0.5670000000000001,0.307,1.3715
0.545,0.185,0.65,10.0,F,0.43,0.6565000000000001,0.341,1.5055
0.55,0.2,0.71,13.0,M,0.5,0.882,0.44,1.9045
0.605,0.2,0.74,13.0,M,0.5235000000000001,1.1455,0.5750000000000001,2.4925
0.18,0.065,0.25,4.0,I,0.021500000000000002,0.0345,0.018500000000000003,0.0805
0.21,0.065,0.28,6.0,I,0.03,0.0425,0.0285,0.111
0.24,0.075,0.325,6.0,I,0.045,0.065,0.030500000000000003,0.152
0.265,0.095,0.35000000000000003,5.0,I,0.06,0.073,0.049,0.199
0.27,0.09,0.36,6.0,I,0.065,0.097,0.0405,0.219
0.27,0.105,0.365,6.0,I,0.063,0.0915,0.0475,0.2155
0.28,0.09,0.37,6.0,I,0.0645,0.1255,0.0645,0.2565
0.28500000000000003,0.09,0.375,7.0,I,0.075,0.10450000000000001,0.062,0.257
0.275,0.095,0.38,6.0,I,0.075,0.0945,0.0655,0.2505
0.30000000000000004,0.09,0.395,8.0,I,0.075,0.134,0.049,0.279
0.335,0.105,0.43,6.0,I,0.09,0.188,0.0785,0.378
0.35000000000000003,0.125,0.44,8.0,I,0.131,0.21,0.0955,0.456
0.37,0.1,0.465,7.0,I,0.14,0.234,0.11,0.5055000000000001
0.355,0.115,0.465,7.0,F,0.126,0.1955,0.11800000000000001,0.47050000000000003
0.37,0.13,0.48,8.0,M,0.135,0.34900000000000003,0.1155,0.643
0.37,0.1,0.485,7.0,I,0.13,0.219,0.1075,0.513
0.4,0.115,0.49,9.0,F,0.145,0.256,0.1325,0.5690000000000001
0.4,0.145,0.495,8.0,I,0.1645,0.2545,0.1305,0.578
0.385,0.11,0.5,8.0,I,0.151,0.3015,0.10400000000000001,0.596
0.39,0.12,0.505,8.0,F,0.146,0.2555,0.1325,0.5725
0.39,0.12,0.52,7.0,M,0.161,0.28850000000000003,0.157,0.6435000000000001
0.395,0.125,0.52,7.0,M,0.2,0.4035,0.166,0.8115
0.44,0.125,0.525,7.0,F,0.1915,0.3205,0.159,0.7115
0.44,0.155,0.55,8.0,M,0.25,0.3645,0.195,0.9155000000000001
0.44,0.145,0.555,8.0,F,0.2155,0.43,0.1975,0.8815000000000001
0.42,0.11,0.555,8.0,F,0.225,0.4445,0.171,0.931
0.46,0.165,0.5750000000000001,8.0,F,0.28150000000000003,0.4985,0.21450000000000002,1.065
0.47500000000000003,0.155,0.6000000000000001,9.0,M,0.31,0.502,0.2295,1.1385
0.48,0.16,0.61,12.0,F,0.315,0.598,0.23800000000000002,1.234
0.495,0.17500000000000002,0.61,10.0,F,0.34550000000000003,0.53,0.315,1.2635
0.47000000000000003,0.16,0.61,8.0,F,0.29,0.49250000000000005,0.23600000000000002,1.0745
0.505,0.19,0.615,8.0,M,0.365,0.6715,0.29250000000000004,1.403
0.485,0.165,0.62,9.0,M,0.28250000000000003,0.5235000000000001,0.2505,1.1325
0.495,0.16,0.625,11.0,F,0.34500000000000003,0.4495,0.28250000000000003,1.1115
0.47000000000000003,0.17,0.625,10.0,F,0.405,0.525,0.24150000000000002,1.255
0.485,0.17,0.625,11.0,M,0.47500000000000003,0.5855,0.293,1.437
0.495,0.155,0.635,10.0,M,0.295,0.583,0.2985,1.3635
0.48,0.195,0.64,9.0,F,0.353,0.49150000000000005,0.23450000000000001,1.1435
0.5,0.17,0.64,9.0,M,0.354,0.642,0.35750000000000004,1.4545
0.525,0.18,0.66,10.0,M,0.372,0.5815,0.381,1.478
0.52,0.165,0.665,11.0,F,0.42650000000000005,0.7295,0.40700000000000003,1.6885
0.585,0.23,0.715,10.0,F,0.5650000000000001,0.8655,0.40950000000000003,2.0725
0.5650000000000001,0.2,0.72,11.0,M,0.529,0.718,0.385,1.787
0.58,0.185,0.725,9.0,F,0.4375,0.8045,0.35950000000000004,1.5230000000000001
0.12,0.05,0.165,3.0,I,0.014,0.007500000000000001,0.0045000000000000005,0.021
0.15,0.055,0.21,4.0,I,0.013000000000000001,0.02,0.006500000000000001,0.0455
0.265,0.085,0.355,6.0,I,0.06,0.122,0.052500000000000005,0.24350000000000002
0.315,0.085,0.4,6.0,I,0.0765,0.116,0.0585,0.2675
0.29,0.1,0.4,7.0,I,0.0815,0.10400000000000001,0.059000000000000004,0.258
0.30000000000000004,0.11,0.4,6.0,I,0.075,0.1375,0.07100000000000001,0.2985
0.335,0.11,0.435,7.0,I,0.1,0.2025,0.0945,0.41100000000000003
0.33,0.11,0.44,7.0,I,0.09,0.197,0.079,0.38
0.34,0.105,0.45,8.0,I,0.12,0.21,0.0925,0.4385
0.34500000000000003,0.105,0.465,6.0,I,0.109,0.242,0.0345,0.4015
0.355,0.145,0.47000000000000003,7.0,I,0.123,0.156,0.10200000000000001,0.4485
0.355,0.115,0.47000000000000003,7.0,I,0.139,0.167,0.084,0.41550000000000004
0.42,0.16,0.47500000000000003,8.0,I,0.1845,0.35000000000000003,0.1505,0.7095
0.37,0.115,0.485,7.0,I,0.128,0.38,0.1335,0.637
0.47500000000000003,0.16,0.505,8.0,F,0.3065,0.509,0.23900000000000002,1.1155
0.405,0.13,0.51,8.0,I,0.14850000000000002,0.3065,0.1155,0.599
0.38,0.13,0.52,8.0,I,0.1535,0.23750000000000002,0.122,0.5345
0.42,0.14,0.53,8.0,F,0.183,0.29050000000000004,0.1165,0.627
0.42,0.16,0.535,10.0,M,0.2185,0.34800000000000003,0.1515,0.7465
0.44,0.16,0.55,8.0,M,0.27,0.4645,0.201,0.985
0.44,0.145,0.555,8.0,M,0.23,0.41650000000000004,0.1685,0.85
0.44,0.15,0.555,8.0,M,0.23,0.41550000000000004,0.146,0.838
0.43,0.135,0.555,9.0,F,0.2215,0.4055,0.163,0.812
0.41500000000000004,0.13,0.56,8.0,M,0.1955,0.3695,0.17,0.7615000000000001
0.44,0.145,0.5750000000000001,8.0,M,0.225,0.3945,0.2195,0.87
0.45,0.145,0.585,9.0,F,0.22,0.48450000000000004,0.242,0.9835
0.46,0.145,0.59,10.0,M,0.255,0.38,0.24,0.929
0.47000000000000003,0.165,0.595,9.0,F,0.289,0.491,0.1905,1.0155
0.41000000000000003,0.145,0.6000000000000001,8.0,M,0.268,0.4475,0.196,0.9390000000000001
0.47500000000000003,0.16,0.6000000000000001,12.0,M,0.335,0.5045000000000001,0.2635,1.164
0.47000000000000003,0.17500000000000002,0.61,10.0,M,0.325,0.5315,0.28350000000000003,1.214
0.49,0.19,0.615,11.0,F,0.34800000000000003,0.46950000000000003,0.257,1.1345
0.51,0.18,0.62,10.0,F,0.322,0.592,0.274,1.233
0.495,0.18,0.625,10.0,M,0.3135,0.47150000000000003,0.254,1.0815
0.47000000000000003,0.17500000000000002,0.625,9.0,M,0.271,0.605,0.258,1.179
0.5,0.165,0.64,11.0,F,0.32,0.554,0.23900000000000002,1.1635
0.47500000000000003,0.17500000000000002,0.64,9.0,F,0.28800000000000003,0.48650000000000004,0.341,1.1545
0.52,0.17500000000000002,0.645,10.0,F,0.355,0.667,0.2665,1.3345
0.505,0.18,0.65,9.0,M,0.38,0.7115,0.3335,1.469
0.52,0.18,0.655,11.0,M,0.355,0.7185,0.36,1.492
0.54,0.17500000000000002,0.655,11.0,F,0.385,0.7285,0.402,1.5585
0.5,0.17500000000000002,0.66,9.0,F,0.40850000000000003,0.556,0.2805,1.3275000000000001
0.525,0.18,0.67,10.0,M,0.43,0.8005,0.3645,1.6615
0.525,0.19,0.6900000000000001,12.0,F,0.42,0.6425000000000001,0.3905,1.492
0.5750000000000001,0.2,0.7000000000000001,11.0,F,0.461,0.7755000000000001,0.3965,1.7365
0.56,0.17500000000000002,0.7000000000000001,11.0,F,0.398,0.8605,0.3275,1.6605
0.5700000000000001,0.195,0.71,11.0,M,0.4535,0.8985000000000001,0.4435,1.348
0.545,0.18,0.715,10.0,M,0.449,0.871,0.34700000000000003,1.7405
0.545,0.185,0.72,11.0,F,0.468,0.7925000000000001,0.401,1.7185000000000001
0.15,0.055,0.215,3.0,I,0.0125,0.015,0.009000000000000001,0.041
0.185,0.06,0.24,4.0,I,0.02,0.029500000000000002,0.0005,0.0655
0.20500000000000002,0.07,0.26,4.0,I,0.030500000000000003,0.0415,0.019,0.097
0.24,0.085,0.32,6.0,I,0.038,0.061500000000000006,0.026500000000000003,0.131
0.23,0.085,0.33,6.0,I,0.0505,0.079,0.026000000000000002,0.1695
0.26,0.085,0.335,6.0,I,0.054,0.097,0.03,0.192
0.26,0.09,0.35000000000000003,7.0,I,0.0575,0.07200000000000001,0.035500000000000004,0.17650000000000002
0.265,0.085,0.35000000000000003,6.0,I,0.056,0.0775,0.034,0.17350000000000002
0.265,0.075,0.36,6.0,I,0.054,0.0785,0.035,0.17850000000000002
0.265,0.09,0.36,7.0,I,0.0585,0.096,0.037,0.20550000000000002
0.275,0.09,0.365,7.0,I,0.0625,0.108,0.051000000000000004,0.23450000000000001
0.28500000000000003,0.09,0.38,7.0,I,0.0775,0.1005,0.039,0.2305
0.31,0.115,0.4,6.0,I,0.08700000000000001,0.1545,0.059500000000000004,0.314
0.315,0.09,0.4,6.0,I,0.08,0.151,0.068,0.33
0.265,0.1,0.4,9.0,I,0.08,0.1245,0.060500000000000005,0.2775
0.325,0.11,0.425,8.0,I,0.10650000000000001,0.1695,0.092,0.405
0.325,0.105,0.43,6.0,I,0.098,0.11900000000000001,0.08,0.309
0.335,0.11,0.435,7.0,M,0.1315,0.20750000000000002,0.07150000000000001,0.4385
0.34,0.12,0.435,8.0,I,0.125,0.17750000000000002,0.081,0.396
0.355,0.095,0.445,8.0,I,0.12,0.14150000000000001,0.0785,0.36150000000000004
0.35000000000000003,0.11,0.45,8.0,I,0.14,0.253,0.10450000000000001,0.514
0.435,0.11,0.455,8.0,I,0.12050000000000001,0.195,0.09,0.42650000000000005
0.34,0.09,0.46,8.0,I,0.11,0.17950000000000002,0.068,0.384
0.355,0.125,0.47500000000000003,9.0,I,0.14200000000000002,0.2155,0.1105,0.48650000000000004
0.36,0.135,0.47500000000000003,8.0,I,0.125,0.196,0.0925,0.4355
0.35000000000000003,0.115,0.47500000000000003,7.0,I,0.14,0.23750000000000002,0.099,0.498
0.355,0.125,0.48,9.0,I,0.15,0.23850000000000002,0.0835,0.494
0.37,0.12,0.495,7.0,F,0.1375,0.28,0.11,0.594
0.365,0.125,0.5,9.0,I,0.1645,0.229,0.10300000000000001,0.528
0.39,0.115,0.505,8.0,M,0.1535,0.2575,0.11900000000000001,0.5585
0.4,0.135,0.515,9.0,I,0.1855,0.3055,0.12150000000000001,0.636
0.39,0.105,0.525,8.0,I,0.16,0.28750000000000003,0.1075,0.5670000000000001
0.405,0.13,0.53,9.0,I,0.19,0.29450000000000004,0.1395,0.6615
0.42,0.13,0.53,8.0,I,0.198,0.296,0.1245,0.658
0.41500000000000004,0.135,0.535,8.0,M,0.23650000000000002,0.3165,0.169,0.78
0.41000000000000003,0.13,0.535,9.0,I,0.1975,0.268,0.12250000000000001,0.6075
0.41000000000000003,0.135,0.54,8.0,I,0.2,0.31,0.177,0.7025
0.425,0.155,0.55,10.0,I,0.24250000000000002,0.41200000000000003,0.187,0.8725
0.45,0.17500000000000002,0.5650000000000001,10.0,F,0.308,0.5305,0.24550000000000002,1.2365
0.47000000000000003,0.155,0.5700000000000001,10.0,M,0.277,0.6355000000000001,0.2315,1.186
0.42,0.13,0.5700000000000001,9.0,I,0.23650000000000002,0.35350000000000004,0.1505,0.7745000000000001
0.42,0.16,0.5700000000000001,8.0,F,0.223,0.4315,0.1915,0.8875000000000001
0.455,0.155,0.5750000000000001,8.0,I,0.28500000000000003,0.34900000000000003,0.20950000000000002,0.8725
0.44,0.125,0.5750000000000001,9.0,I,0.1965,0.4555,0.1715,0.8515
0.47500000000000003,0.16,0.5750000000000001,9.0,F,0.271,0.36050000000000004,0.221,0.895
0.45,0.155,0.5750000000000001,9.0,M,0.2575,0.36050000000000004,0.211,0.886
0.46,0.14,0.58,10.0,I,0.27,0.41350000000000003,0.1845,0.9265
0.46,0.14,0.58,10.0,I,0.23800000000000002,0.3915,0.165,0.8295
0.47000000000000003,0.15,0.58,11.0,I,0.24450000000000002,0.444,0.1855,0.907
0.47000000000000003,0.165,0.58,9.0,M,0.279,0.54,0.166,1.041
0.465,0.165,0.585,9.0,F,0.259,0.4035,0.2275,0.9355
0.46,0.165,0.585,9.0,F,0.294,0.486,0.25,1.058
0.465,0.145,0.595,10.0,F,0.24250000000000002,0.3425,0.17950000000000002,0.7955
0.47000000000000003,0.17,0.6000000000000001,9.0,F,0.3205,0.4995,0.2245,1.0805
0.47000000000000003,0.15,0.6000000000000001,8.0,M,0.275,0.42250000000000004,0.183,0.928
0.47500000000000003,0.155,0.6000000000000001,11.0,F,0.39,0.441,0.19,1.059
0.47500000000000003,0.23,0.6000000000000001,11.0,M,0.36,0.522,0.2235,1.157
0.47500000000000003,0.17,0.6000000000000001,10.0,F,0.31,0.49050000000000005,0.24750000000000003,1.088
0.485,0.145,0.6000000000000001,9.0,F,0.23900000000000002,0.35450000000000004,0.1585,0.776
0.48,0.165,0.62,10.0,F,0.31,0.48350000000000004,0.221,1.043
0.48,0.16,0.625,9.0,M,0.29,0.5795,0.21450000000000002,1.1415
0.47500000000000003,0.16,0.625,10.0,F,0.319,0.605,0.28750000000000003,1.3335
0.5,0.17500000000000002,0.625,9.0,F,0.374,0.5640000000000001,0.302,1.2730000000000001
0.49,0.165,0.625,11.0,M,0.39,0.517,0.23750000000000002,1.1835
0.485,0.16,0.625,9.0,M,0.302,0.631,0.2235,1.2135
0.465,0.15,0.63,11.0,I,0.325,0.42650000000000005,0.24,1.0315
0.495,0.17,0.635,10.0,M,0.365,0.657,0.3055,1.3695
0.515,0.185,0.65,12.0,M,0.369,0.75,0.18050000000000002,1.3745
0.515,0.18,0.65,11.0,M,0.41150000000000003,0.658,0.3135,1.463
0.52,0.195,0.65,11.0,F,0.432,0.6890000000000001,0.3905,1.6275
0.47500000000000003,0.165,0.65,9.0,F,0.3095,0.58,0.34850000000000003,1.3875
0.525,0.16,0.655,11.0,M,0.405,0.686,0.311,1.46
0.53,0.165,0.655,8.0,F,0.4,0.583,0.1255,1.2835
0.5,0.155,0.66,12.0,F,0.335,0.6485000000000001,0.28800000000000003,1.3765
0.515,0.2,0.66,11.0,M,0.401,0.749,0.422,1.6465
0.515,0.145,0.675,10.0,M,0.325,0.6025,0.299,1.2650000000000001
0.53,0.17,0.685,11.0,M,0.465,0.647,0.383,1.56
0.52,0.18,0.715,12.0,M,0.445,0.708,0.35250000000000004,1.6
0.555,0.22,0.735,12.0,M,0.6195,1.2395,0.3645,2.333
0.125,0.04,0.17500000000000002,4.0,I,0.009000000000000001,0.0095,0.008,0.028
0.28500000000000003,0.095,0.37,8.0,I,0.0675,0.1135,0.051500000000000004,0.226
0.30000000000000004,0.09,0.395,5.0,I,0.077,0.1385,0.0625,0.28550000000000003
0.325,0.11,0.42,7.0,I,0.10250000000000001,0.1245,0.0755,0.325
0.37,0.11,0.455,8.0,I,0.126,0.23850000000000002,0.12350000000000001,0.514
0.375,0.115,0.495,8.0,I,0.1395,0.31,0.1145,0.5755
0.375,0.11,0.51,7.0,F,0.148,0.28650000000000003,0.11800000000000001,0.5805
0.39,0.14,0.515,8.0,M,0.11900000000000001,0.341,0.1325,0.678
0.43,0.155,0.545,7.0,M,0.228,0.40900000000000003,0.14400000000000002,0.8035
0.405,0.12,0.555,9.0,F,0.20650000000000002,0.4585,0.196,0.913
0.45,0.16,0.58,9.0,M,0.215,0.3935,0.221,0.8675
0.465,0.17,0.59,10.0,F,0.27,0.4635,0.24,1.0425
0.46,0.18,0.6000000000000001,10.0,M,0.365,0.423,0.2575,1.1400000000000001
0.49,0.17,0.61,11.0,F,0.3045,0.7045,0.25,1.3475000000000001
0.47500000000000003,0.155,0.615,11.0,M,0.31,0.4375,0.2585,1.0735000000000001
0.47500000000000003,0.19,0.615,9.0,M,0.3285,0.7315,0.305,1.4335
0.495,0.2,0.615,14.0,M,0.371,0.5795,0.3115,1.304
0.46,0.16,0.62,9.0,M,0.228,0.49150000000000005,0.2,0.9505
0.515,0.17,0.63,11.0,M,0.38,0.6355000000000001,0.29550000000000004,1.385
0.5,0.17,0.64,12.0,F,0.32,0.4955,0.2645,1.12
0.5,0.17,0.64,9.0,F,0.315,0.5650000000000001,0.3375,1.2645
0.455,0.17,0.655,8.0,F,0.333,0.583,0.303,1.275
0.505,0.165,0.655,10.0,M,0.335,0.6035,0.262,1.27
0.53,0.17500000000000002,0.66,10.0,M,0.405,0.7395,0.35050000000000003,1.583
0.5,0.17500000000000002,0.665,9.0,F,0.37,0.643,0.34500000000000003,1.4355
0.525,0.195,0.67,10.0,F,0.3905,0.5730000000000001,0.368,1.42
0.53,0.19,0.6900000000000001,10.0,M,0.48,0.678,0.331,1.5955
0.525,0.2,0.715,10.0,M,0.4305,0.9500000000000001,0.436,1.8900000000000001
0.5650000000000001,0.225,0.735,13.0,F,0.5675,0.87,0.5145000000000001,2.037
0.20500000000000002,0.05,0.27,6.0,I,0.029,0.03,0.018500000000000003,0.084
0.225,0.07,0.28500000000000003,7.0,I,0.035,0.0425,0.018500000000000003,0.1005
0.22,0.085,0.295,5.0,I,0.036500000000000005,0.0585,0.027,0.1285
